source	matched_on	person:name	person:alias	person:org	person:role	person:title	person:rank
98f9bf12-c64e-47d2-9d79-8621189850a9	name	Moses Obi	MB Obi	1 Mechanised Division	Commander	General Officer Commanding	Major General
9a29c2cd-6837-4491-adda-6241c624f75a	name	Abdul Hafeez Adewuyi	AG Adewuyi ; S. Adewuyi	82 Division	Commander	General Officer Commanding	Major General
9ad83488-67aa-475c-8a7e-8210fb55f86c	alias	Sanusi Nasir Muazu	Sanusi Muazu ; SN Muazu ; SM Muazu	2 Mechanised Division	Commander	General Officer Commanding	Major General
a289bf40-5936-4c11-b7ac-41b52cc636b6	name	Sunday Idoko	Idoko ; Sunday O. Idoko ; S.O Idoko	3 Armoured Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	name	Abdulrahman Danbazzau	AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	name	Emeka CG Nwanguna	Eugene Nwanguma ; Eugene Nwanjuma	81 Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	name	Saleh Maina	S. Maina	3 Armoured Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	name	Lawrence Ngubane		2 Mechanised Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	name	Kamaldeen Role	KA Role	1 Mechanised Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	name	Moses Obi	MB Obi	1 Mechanised Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	alias	Abdulrahman Danbazzau	AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau	Nigerian Army Headquarters	Commander	Chief of Army Staff	Lieutenant General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	alias	Azubuike Onyeabo Ihejirika	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	Defence Headquarters	Director of Engineering	Director of Engineering	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	alias	Mohammad Danhanne Issa	Mohammed D. Isah ; Mohammed Isah ; MD Isah	82 Division	Commander	General Officer Commanding	Major General
a2922c4e-d151-4b62-b0e1-bfe41d1af48c	alias	Olakunle Akinyemi	Olayinka Akinyemi ; Ola Akinyemi ; O Akinyemi ; B. Akinyemi ; O. Akinyemi	3 Armoured Division	Commander	General Officer Commanding	Major General
a2c6f7fd-c96b-4577-8694-0a0b402e2751	name	Texas Chukwu		Directorate of Army Public Relations	Commander	Director of Army Public Relations	Brigadier General
a420727a-991b-4b03-9328-a46a16f95aa2	name	Lamidi Adeosun	Adeosun;LO Adeosun;O Adeosun	7 Division	Commander	General Officer Commanding	Major General
a59c863d-ca68-4191-9778-69f31a816d9c	name	Chris Olukolade		Defence Headquarters	Director of Defence Information	Director of Defence Information	Major General
a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0	name	Ambrose Agbedo		Idimu Police Division	Commander	Divisional Police Officer	Chief Superintendent of Police
a7105b41-1e5c-4d6b-8920-ebad5d9e068c	alias	Obida T. Ethnan	Obidah T. Ethan ; Obidah Ethan ; O. T. Etan ; OT Ethan	7 Division	Commander	General Officer Commanding	Major General
a78c84f2-bd87-40fb-8a16-2d5727462f6c	name	Ibrahim Attahiru	I. Attahiru ; I Attahiru	82 Division	Commander	Acting General Officer Commanding	Brigadier General
