ID,Owner-initial of staff researcher,"Status (0=first commit, 1=fixes needed, 2=fixes made, 3=clean)","Comments-specifics relevant to the review process, such as fixes, refinements, other observations. This is different from ""Notes"", which are intended for publication.",Name,Source: Name,Confidence: Name,Aliases or alternative spellings (semi-colon separated),Source: Aliases or alternative spellings,Confidence: Aliases or alternative spellings,division_id,Organization,Source: Organization,Confidence: Organization,Role,Source: Role,Confidence: Role,Title (official title),Source: Title,Confidence: Title,Rank,Source: Rank,Confidence: Rank,First citation,first_month,first_day,first_year,Source: First citation,Confidence: First citation,Start date? (Y/N),Context for start date,Source: Context for start date,Confidence: Context for start date,Last citation,last_month,last_day,last_year,Source: Last citation,Confidence: Last citation,End date? (Y/N),Context for end date,Source: Context for end date,Confidence: Context for end date,Notes,Column,Column2,Gender,Source: Gender,Confidence: Gender,Date of Birth,Source: Date of Birth,Confidence: Date of Birth,Death Date,Source: Death Date,Confidence: Death Date,Biography,Source: Biography,Confidence: Biography,Facebook Page,Source: Facebook Page,Confidence: Facebook Page,Twitter Account,Source: Twitter Account,Confidence: Twitter Account,Headshot,Source: Headshot,Confidence: Headshot,Wikipedia Page
,TW,3,,Martin Luther Agwai,decc3d95-4d4d-4953-beaf-24601ec1bb51;b0413663-f858-4d48-84eb-8cacc43327d5;b54fb730-e925-40ae-b4f3-01bb1f05712c;c0e304c6-ac94-47c6-b63d-e8404151f561,Low,Marthin Luther Agwai ; Martins Agwai ; Martins Luther Agwa,4b1e852c-5109-4c46-9209-19f10ed733cf;04520eb5-ff17-4547-bd0b-4a4982668c50;1abd3280-e475-4047-89ab-6f3ed1066106,Low,ng,Nigerian Army Headquarters,decc3d95-4d4d-4953-beaf-24601ec1bb51;b0413663-f858-4d48-84eb-8cacc43327d5;c0e304c6-ac94-47c6-b63d-e8404151f561;1abd3280-e475-4047-89ab-6f3ed1066106,Medium,Commander,29e1e555-19e2-4e66-ac04-74e58aebd9d6,Medium,Chief of Army Staff,decc3d95-4d4d-4953-beaf-24601ec1bb51;b0413663-f858-4d48-84eb-8cacc43327d5;c0e304c6-ac94-47c6-b63d-e8404151f561,Medium,Lieutenant General,decc3d95-4d4d-4953-beaf-24601ec1bb51;b0413663-f858-4d48-84eb-8cacc43327d5;c0e304c6-ac94-47c6-b63d-e8404151f561;1abd3280-e475-4047-89ab-6f3ed1066106,Medium,June 2003,6,,2003,493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,Y,,,,June 2006,6,,2006,493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Mohammed Sani Saleh,ca9507f3-f385-4b3c-8a18-13a5eca53c9f,Low,Sani Saleh ; Maina Saleh ; MS Saleh,a82999a0-1100-4d8d-823c-034021cc7fe1;1687f2d3-59a3-4998-8c6b-54a67552b495;4fa3bcd2-604e-4637-943b-46e9c259198d,Low,ng,Nigerian Army Headquarters,a82999a0-1100-4d8d-823c-034021cc7fe1,Low,Chief of Operations,a82999a0-1100-4d8d-823c-034021cc7fe1,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Moses Obi,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,MB Obi,e12a7970-4bda-477a-b8ee-7dcc64b51bb8,High,ng,Nigerian Army Headquarters,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,Chief of Operations,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,,,,Major General,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,1/9/2009,1,9,2009,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,Y,appointed,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Owoye Andrew Azazi,c79b1729-9e4f-4b55-9f5a-2a828036142b;134a48ab-5848-4e07-8513-be9047cf8df5,Low,Andrew Azazi ; OA Azazi ; Owoye Azazi; Owoye Azazi,358c43bc-a056-4313-8c8c-203386ab105a;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;9020c232-c6a9-4946-9eb4-35161ffdec5b;38bff51e-633b-4133-a8d1-8ef8661eb62f,Low,ng,Nigerian Army Headquarters,134a48ab-5848-4e07-8513-be9047cf8df5;493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,Commander,29e1e555-19e2-4e66-ac04-74e58aebd9d6;493ac34f-6d9a-40ff-9843-5d7de6d3525c,Medium,Chief of Army Staff,134a48ab-5848-4e07-8513-be9047cf8df5;493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,Lieutenant General,134a48ab-5848-4e07-8513-be9047cf8df5;493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,June 2006,6,,2006,493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,Y,,,,June 2007,6,,2007,493ac34f-6d9a-40ff-9843-5d7de6d3525c,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Tukur Yusufu Buratai,213e3add-1325-4e48-b537-fa015d0a4e72,Low,Tukur Buratai;Tukur Yusuf Buratai;Yusuf Tukur Buratai;T.Y. Buratai;Tukur Y. Buratai;Yusuf Buratai;TY Buratai,267c3d00-7421-46c7-9cea-0115b284ae20;16bdd92a-abe0-4ce2-a252-cfd0067e0213;e534ef6d-066d-49b2-bf62-e527060850c9;5ba0e7eb-ff89-4fd6-9265-48777fab92a4;b533adfe-ec48-4fc7-8491-d4e890188506;949241ed-6b48-4dfe-a7d3-aad59ce53b73;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;021721a8-f08f-4618-948e-b5f2d0ecab58;5ccd47a6-a0d4-4288-8610-28185f12ba83;25af78d0-58de-4799-b426-d4bff069a7f2;f2befee5-ceef-460c-b2a9-e9cc4f713763;d587322c-9276-4818-bf46-5d6838b7c61c;12401b31-8a37-42a0-a289-1529cb936aae;922618ef-58f6-4a17-b2ff-e924ac142430;04f8dae3-e87e-4c36-809b-5ee590fafb0b;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;07eb86a9-ddb5-4051-a3c5-b5b0892fabbe;017326a6-80d1-44de-ad81-a72f47318254;850e420d-1511-4d0a-82fc-a717d59924ae;20964bcf-51b2-4a03-9ea0-c514d4662918;76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1;b6cf16e7-151c-4b9f-bd1f-6dd3ef055294;2671af60-5258-47fc-a314-a413256ddf72;6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,Low,ng,Nigerian Army Headquarters,267c3d00-7421-46c7-9cea-0115b284ae20;213e3add-1325-4e48-b537-fa015d0a4e72;16bdd92a-abe0-4ce2-a252-cfd0067e0213;5ba0e7eb-ff89-4fd6-9265-48777fab92a4;b533adfe-ec48-4fc7-8491-d4e890188506;949241ed-6b48-4dfe-a7d3-aad59ce53b73;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;021721a8-f08f-4618-948e-b5f2d0ecab58;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;07eb86a9-ddb5-4051-a3c5-b5b0892fabbe;017326a6-80d1-44de-ad81-a72f47318254;850e420d-1511-4d0a-82fc-a717d59924ae;20964bcf-51b2-4a03-9ea0-c514d4662918;76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1;b6cf16e7-151c-4b9f-bd1f-6dd3ef055294;2671af60-5258-47fc-a314-a413256ddf72;6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,High,Commander,267c3d00-7421-46c7-9cea-0115b284ae20;213e3add-1325-4e48-b537-fa015d0a4e72;16bdd92a-abe0-4ce2-a252-cfd0067e0213;5ba0e7eb-ff89-4fd6-9265-48777fab92a4;b533adfe-ec48-4fc7-8491-d4e890188506;949241ed-6b48-4dfe-a7d3-aad59ce53b73;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;021721a8-f08f-4618-948e-b5f2d0ecab58;07eb86a9-ddb5-4051-a3c5-b5b0892fabbe;017326a6-80d1-44de-ad81-a72f47318254;850e420d-1511-4d0a-82fc-a717d59924ae;20964bcf-51b2-4a03-9ea0-c514d4662918;76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1;b6cf16e7-151c-4b9f-bd1f-6dd3ef055294;2671af60-5258-47fc-a314-a413256ddf72;6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,High,Chief of Army Staff,267c3d00-7421-46c7-9cea-0115b284ae20;213e3add-1325-4e48-b537-fa015d0a4e72;16bdd92a-abe0-4ce2-a252-cfd0067e0213;5ba0e7eb-ff89-4fd6-9265-48777fab92a4;b533adfe-ec48-4fc7-8491-d4e890188506;949241ed-6b48-4dfe-a7d3-aad59ce53b73;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;5ccd47a6-a0d4-4288-8610-28185f12ba83;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;07eb86a9-ddb5-4051-a3c5-b5b0892fabbe;017326a6-80d1-44de-ad81-a72f47318254;850e420d-1511-4d0a-82fc-a717d59924ae;20964bcf-51b2-4a03-9ea0-c514d4662918;76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1;b6cf16e7-151c-4b9f-bd1f-6dd3ef055294;2671af60-5258-47fc-a314-a413256ddf72;6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,High,Lieutenant General,267c3d00-7421-46c7-9cea-0115b284ae20;213e3add-1325-4e48-b537-fa015d0a4e72;5ba0e7eb-ff89-4fd6-9265-48777fab92a4;b533adfe-ec48-4fc7-8491-d4e890188506;949241ed-6b48-4dfe-a7d3-aad59ce53b73;07eb86a9-ddb5-4051-a3c5-b5b0892fabbe;017326a6-80d1-44de-ad81-a72f47318254;850e420d-1511-4d0a-82fc-a717d59924ae;20964bcf-51b2-4a03-9ea0-c514d4662918;76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1;b6cf16e7-151c-4b9f-bd1f-6dd3ef055294;2671af60-5258-47fc-a314-a413256ddf72;6ab9c4ae-b626-4f4b-9a3e-d90d19518ab8,Medium,8/4/2015,8,4,2015,267c3d00-7421-46c7-9cea-0115b284ae20,Low,Y,promoted,267c3d00-7421-46c7-9cea-0115b284ae20,Low,7/19/2018,7,19,2018,850e420d-1511-4d0a-82fc-a717d59924ae,Medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Abdulrahman Danbazzau,a2922c4e-d151-4b62-b0e1-bfe41d1af48c,Low,AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau,493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;95685004-1904-4e0b-b5ac-f13aa795dc44,High,ng,Nigerian Army,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44,Medium,Commander,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44,Medium,,,,,,,August 2008,8,,2008,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,September 2010,9,,2010,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Alexander Ogomudia,e408924f-c68f-4723-9b08-1db4172c851e,Low,,,,ng,Nigerian Army,e408924f-c68f-4723-9b08-1db4172c851e,Low,Commander,e408924f-c68f-4723-9b08-1db4172c851e,Low,Chief of Army Staff,e408924f-c68f-4723-9b08-1db4172c851e,Low,Lieutenant General,e408924f-c68f-4723-9b08-1db4172c851e,Low,6/4/2002,6,4,2002,e408924f-c68f-4723-9b08-1db4172c851e,Low,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Azubuike Onyeabo Ihejirika,4bf889e9-d881-4295-a498-6e3dfaa40d1b,Low,Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika,bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;25c08012-69c2-4e12-a85a-604f0eee0df3;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;35386558-5dd6-45db-8a90-a2ac0f310aa5;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;5e10da33-b1f5-4fb2-b3b0-44336e953eaa;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7,Medium,ng,Nigerian Army,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598,Medium,Commander,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598,Medium,Chief of Army Staff,4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598,Medium,Lieutenant General,4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598,Medium,9/8/2010,9,8,2010,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;7d66c675-67e2-4584-9b90-da798423a43f,Medium,Y,,,,January 2014,1,,2014,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;cfa4d127-c092-4d43-a409-897f5a4081cc,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Kenneth Tobia Minimah,70c81080-0535-42f6-99aa-d3295f432a9d;66a773e2-9027-4bf3-b1d9-874f62b52180,Low,Kenneth Minima ; KTJ Minimah ; Kenneth T.J Minimah ; Kenneth Minimah ; Keneth T.J Minimah ; Ken Minima ; Kelvin Miminah,66a773e2-9027-4bf3-b1d9-874f62b52180;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;00d9bab2-fd38-43c8-8f20-0d89570010ae;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;35386558-5dd6-45db-8a90-a2ac0f310aa5;aaeae10f-599d-4a12-b84d-8219ebf79f39;bcddc4c6-0fc1-4517-b7ce-27316d61b68e;fc540839-d2cf-4752-a913-6012fb15e9aa;f22167e9-0586-44c4-9690-d3a46fd769d0;25c08012-69c2-4e12-a85a-604f0eee0df3;ca6cd9b7-d92f-4c50-9c15-c661c2c4376d;efdd2a74-48b9-4d68-90c0-bc1f2c40477b;66a773e2-9027-4bf3-b1d9-874f62b52180;6e156214-f890-42e3-9a93-801634eb1c6d;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;bbac1cf1-2414-4be2-b566-32d40004b45a;02dba175-d2cf-4eb1-87d5-22207adb3155;398a8327-0b7f-4bbd-9cc2-a0c8cb3e4e71;15c50319-cc70-4cae-8116-54a336cac8f7;aaaec31f-fda5-46f1-9db8-b399f17310c6;d732f15f-f54c-4716-9429-8a4a5636c912;3758c2f3-309c-4e23-9b81-88ce4d27f779;c90dca61-35e9-4004-bd34-88344c4bbf26;0f08392f-8607-4da2-9a6a-f472f88c1b7f;cfa4d127-c092-4d43-a409-897f5a4081cc;800315da-3405-4865-ad8c-0246a1669b6d,Medium,ng,Nigerian Army,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;70c81080-0535-42f6-99aa-d3295f432a9d;bcddc4c6-0fc1-4517-b7ce-27316d61b68e;a8bdb394-44de-45d8-a71a-3e6abbb4a211;aaaec31f-fda5-46f1-9db8-b399f17310c6;d732f15f-f54c-4716-9429-8a4a5636c912;3758c2f3-309c-4e23-9b81-88ce4d27f779;c90dca61-35e9-4004-bd34-88344c4bbf26;0f08392f-8607-4da2-9a6a-f472f88c1b7f;cfa4d127-c092-4d43-a409-897f5a4081cc;800315da-3405-4865-ad8c-0246a1669b6d;5ccd47a6-a0d4-4288-8610-28185f12ba83,Medium,Commander,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;29e1e555-19e2-4e66-ac04-74e58aebd9d6;aaaec31f-fda5-46f1-9db8-b399f17310c6;d732f15f-f54c-4716-9429-8a4a5636c912;3758c2f3-309c-4e23-9b81-88ce4d27f779;c90dca61-35e9-4004-bd34-88344c4bbf26;0f08392f-8607-4da2-9a6a-f472f88c1b7f;cfa4d127-c092-4d43-a409-897f5a4081cc;800315da-3405-4865-ad8c-0246a1669b6d;5ccd47a6-a0d4-4288-8610-28185f12ba83,Medium,,,,,,,1/16/2014,1,16,2014,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,8/3/2015,8,3,2015,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Low,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Luka Yusuf,3ac8dda0-42b7-4435-9fda-156d1a883368;711e35ca-cea9-435e-aa3e-8be4e97d0b7a,High,LN Yusuf,493ac34f-6d9a-40ff-9843-5d7de6d3525c,High,ng,Nigerian Army,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;493ac34f-6d9a-40ff-9843-5d7de6d3525c;3ac8dda0-42b7-4435-9fda-156d1a883368;711e35ca-cea9-435e-aa3e-8be4e97d0b7a,Medium,Commander,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;29e1e555-19e2-4e66-ac04-74e58aebd9d6,Medium,Chief of Army Staff,493ac34f-6d9a-40ff-9843-5d7de6d3525c;3ac8dda0-42b7-4435-9fda-156d1a883368;711e35ca-cea9-435e-aa3e-8be4e97d0b7a,Medium,Lieutenant General,493ac34f-6d9a-40ff-9843-5d7de6d3525c;3ac8dda0-42b7-4435-9fda-156d1a883368;711e35ca-cea9-435e-aa3e-8be4e97d0b7a,Medium,June 2007,6,,2007,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,August 2008,8,,2008,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Martin Luther Agwai,decc3d95-4d4d-4953-beaf-24601ec1bb51;b0413663-f858-4d48-84eb-8cacc43327d5;b54fb730-e925-40ae-b4f3-01bb1f05712c;c0e304c6-ac94-47c6-b63d-e8404151f561,Medium,Marthin Luther Agwai ; Martins Agwai ; Martins Luther Agwa,4b1e852c-5109-4c46-9209-19f10ed733cf;04520eb5-ff17-4547-bd0b-4a4982668c50;1abd3280-e475-4047-89ab-6f3ed1066106,Low,ng,Nigerian Army,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;decc3d95-4d4d-4953-beaf-24601ec1bb51;b0413663-f858-4d48-84eb-8cacc43327d5;c0e304c6-ac94-47c6-b63d-e8404151f561;1abd3280-e475-4047-89ab-6f3ed1066106,Medium,Commander,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;29e1e555-19e2-4e66-ac04-74e58aebd9d6,Medium,,,,,,,June 2003,6,,2003,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,June 2006,6,,2006,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TW,3,,Owoye Andrew Azazi,c79b1729-9e4f-4b55-9f5a-2a828036142b;134a48ab-5848-4e07-8513-be9047cf8df5,Low,Andrew Azazi ; OA Azazi ; Owoye Azazi; Owoye Azazi,358c43bc-a056-4313-8c8c-203386ab105a;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;9020c232-c6a9-4946-9eb4-35161ffdec5b;38bff51e-633b-4133-a8d1-8ef8661eb62f,Medium,ng,Nigerian Army,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;134a48ab-5848-4e07-8513-be9047cf8df5;493ac34f-6d9a-40ff-9843-5d7de6d3525c,Medium,Commander,8d067216-3cc2-4138-b5d1-67b4a9e6bea7;29e1e555-19e2-4e66-ac04-74e58aebd9d6;493ac34f-6d9a-40ff-9843-5d7de6d3525c,Medium,,,,,,,June 2006,6,,2006,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,June 2007,6,,2007,8d067216-3cc2-4138-b5d1-67b4a9e6bea7,Medium,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
